Heel,Midfoot.Lat,Toe.Lat,Toe.Tip,Toe.Med,Midfoot.Sup
0.07114972,0.05419912,0.0278343,0.04660202,0.04936986,0.08270267
0.19653176,0.11857091,0.06811101,0.0515152,0.07670231,0.12596058
0.07227255,0.05466003,0.02786078,0.04631543,0.0493764,0.08312509
0.17384301,0.10827573,0.06210657,0.05190614,0.07315348,0.1181243
0.07381383,0.05541249,0.02807772,0.04610767,0.0495181,0.08377981
0.15250423,0.09962,0.05808361,0.05450684,0.07172444,0.11206685
0.07533862,0.05613322,0.02825828,0.04586863,0.04963545,0.08441416
0.13327565,0.09318402,0.05654285,0.05967885,0.07283298,0.10828694
0.07662993,0.05677482,0.02841943,0.04556597,0.04962092,0.08486072
0.11713434,0.08963206,0.05803798,0.06791851,0.07707689,0.10748918
0.07822883,0.05753755,0.02860016,0.04524834,0.0496743,0.0854712
0.10457884,0.08955366,0.06310936,0.07945646,0.08465086,0.10992854
0.07986966,0.05836442,0.02884734,0.04497041,0.04975775,0.08610961
0.09522292,0.0929146,0.07181487,0.09432455,0.09547075,0.11543564
0.08159549,0.05925878,0.02912931,0.04465559,0.04981236,0.08675074
0.08893209,0.09940552,0.08371636,0.11178545,0.10885066,0.12345947
0.08382589,0.06045414,0.02957443,0.04438674,0.05000371,0.08765971
0.08497438,0.10795995,0.09758174,0.13043365,0.12349129,0.13286553
0.08601652,0.06155401,0.02987743,0.04391347,0.05001585,0.08843357
0.08297292,0.11714504,0.11152955,0.14814299,0.13760778,0.14230559
0.08892038,0.06309595,0.03040066,0.04339031,0.05009954,0.08949066
0.0817902,0.12481956,0.12300894,0.16235684,0.14897227,0.14994249
0.09240314,0.06486023,0.03092859,0.04272353,0.05019924,0.09076878
0.08055554,0.12925465,0.12989434,0.1708731,0.15566231,0.15423606
0.09700613,0.06725286,0.03175093,0.04204365,0.05050668,0.09256987
0.07891048,0.12954538,0.13098713,0.17235923,0.1565217,0.15431689
0.10249321,0.07010387,0.03275901,0.04131347,0.05095599,0.09476776
0.07657165,0.12538804,0.12596233,0.16652814,0.15127073,0.14992464
0.1095202,0.07375547,0.0340782,0.04043473,0.05159088,0.09760917
0.07404179,0.11762759,0.11584449,0.15453021,0.14095012,0.14192325
0.11816226,0.07820205,0.03571429,0.03952217,0.05256405,0.10123021
0.07247084,0.1082486,0.10300735,0.13888856,0.1278125,0.13218765
0.12873779,0.08345534,0.03751149,0.03829148,0.05373231,0.10563846
0.0718228,0.09869541,0.08958793,0.12224559,0.11402509,0.12220454
0.14112547,0.08944534,0.03941948,0.0365949,0.05493082,0.11064163
0.07219748,0.09015816,0.07727051,0.10671666,0.10135436,0.11325289
0.15638608,0.09671696,0.04169706,0.03439165,0.05636107,0.11669125
0.07314975,0.08301292,0.06676389,0.09330104,0.09053606,0.10574127
0.17459121,0.10529677,0.04439996,0.03165569,0.0580323,0.12374212
0.07417082,0.07727594,0.05825585,0.08229432,0.08169575,0.09962936
0.19580389,0.11525502,0.04765737,0.02832824,0.05990595,0.13165996
0.07516656,0.07280559,0.05157268,0.07356809,0.0747214,0.09483452
0.21929233,0.12640824,0.05171372,0.02478324,0.062135,0.14015086
0.07578151,0.06924934,0.04636009,0.06685113,0.06934243,0.0910851
0.24332374,0.13846907,0.05720812,0.02232113,0.06537707,0.14899065
0.07592936,0.06645174,0.04241629,0.06190424,0.06534154,0.0882098
0.2656213,0.15080862,0.06447829,0.02243157,0.07034463,0.15804619
0.07584846,0.06442412,0.03964371,0.05850508,0.06256834,0.08616687
0.28446006,0.16296116,0.07351672,0.02595498,0.07723298,0.16722647
0.07553025,0.06287288,0.03765299,0.05625564,0.0607181,0.08474253
0.2993886,0.17463325,0.08377283,0.03275866,0.08574716,0.17664243
0.07531395,0.06180592,0.03630368,0.05481858,0.05955825,0.08385284
0.31058928,0.18527727,0.09409351,0.04154243,0.09487261,0.18592366
0.07537373,0.06114935,0.03541735,0.05389223,0.058866,0.08337904
0.31810403,0.19395779,0.10309862,0.05065215,0.10341264,0.19425319
0.07537503,0.06064921,0.03474893,0.05316093,0.05829788,0.08297238
0.32176258,0.19987675,0.10980342,0.05859172,0.11020682,0.20054947
0.0754766,0.06030377,0.03425562,0.05262036,0.05790295,0.08271897
0.32118381,0.20221752,0.11331934,0.06422788,0.11435817,0.20390778
0.075639,0.06008615,0.03390212,0.05218014,0.05758564,0.08253359
0.31660209,0.20101539,0.11364807,0.06733042,0.1157526,0.2041982
0.07549424,0.05970908,0.03344158,0.05166455,0.05714514,0.0821742
0.3082065,0.19638571,0.11088991,0.06784394,0.11438197,0.20140246
0.07536954,0.05931985,0.03296457,0.0511573,0.05672402,0.08183719
0.29620623,0.18869192,0.10547311,0.06613203,0.11054403,0.19575357
0.07539919,0.05898644,0.03250458,0.05062786,0.05631227,0.08154782
0.28087986,0.17836117,0.09792495,0.06281637,0.10479352,0.18771216
0.07513777,0.05859709,0.03205926,0.05010662,0.05583148,0.08112313
0.2626912,0.16615429,0.08913045,0.05868995,0.0977943,0.17782167
0.07507184,0.05833166,0.03170871,0.04964728,0.05543541,0.08081208
0.24209527,0.15274383,0.07990238,0.05463251,0.09033179,0.16673024
0.07495528,0.05802024,0.03131672,0.04916041,0.05501056,0.08046735
0.21941755,0.13873087,0.07102099,0.05149693,0.0831404,0.154995
0.07496281,0.05777193,0.03096704,0.04870585,0.05463783,0.08019478
0.19548818,0.12490309,0.06330341,0.05007343,0.07704056,0.14338806
0.0746626,0.0573087,0.03043146,0.04806812,0.05405155,0.07968118
0.17102918,0.11186796,0.05733321,0.05086622,0.07259873,0.13247861
0.07476126,0.05707746,0.03008221,0.04764047,0.05373053,0.07947485
0.14741051,0.10034214,0.05354918,0.05424216,0.07048362,0.12317624
0.07485813,0.05690923,0.02979602,0.04718605,0.05335972,0.07922262
0.12587326,0.09137205,0.05282892,0.06078747,0.07137346,0.11631287
0.07495481,0.05674777,0.02952137,0.04675474,0.05300996,0.07898643
0.10705214,0.08546054,0.05561453,0.07092773,0.07575403,0.11242871
0.07504516,0.05664097,0.02930925,0.04633678,0.05265259,0.07873735
0.09205542,0.08351954,0.0625722,0.084895,0.08394538,0.11208125
0.07593731,0.05702521,0.02947496,0.04621121,0.05268782,0.07899133
0.08092621,0.08562544,0.07370076,0.10245866,0.0957,0.11510401
0.07656631,0.05726262,0.02954984,0.04608774,0.05268885,0.07915423
0.0736221,0.0913221,0.08819722,0.12249775,0.11007414,0.1208974
0.07766042,0.05774613,0.02977726,0.04599196,0.05278691,0.07950781
0.06977915,0.09946005,0.10438216,0.14312021,0.12550999,0.12843319
0.0791092,0.05836983,0.03004322,0.04576397,0.05281974,0.0798994
0.06803775,0.10802822,0.11982543,0.16187439,0.13982643,0.13595993
0.08093729,0.05911064,0.03032299,0.04543432,0.05283462,0.08037539
0.06725771,0.1147784,0.13158231,0.17578636,0.15051219,0.14167697
0.08348346,0.06017345,0.03075599,0.04502054,0.05289055,0.08106175
0.06605707,0.11761188,0.13706501,0.18226483,0.15526687,0.14379514
0.08723606,0.06176312,0.03144205,0.04451685,0.05307269,0.08214708
0.06434773,0.11580707,0.1351494,0.18021199,0.15325344,0.14189398
0.0915804,0.06358794,0.03222158,0.04390949,0.05326421,0.08338355
0.06198325,0.10965077,0.1263678,0.17016996,0.14482807,0.13608644
0.09764047,0.06618226,0.03339043,0.04316651,0.05362009,0.08516475
0.06030353,0.10104377,0.11304502,0.15460148,0.13222453,0.12816745
0.10495474,0.06917832,0.03464576,0.04210796,0.05393207,0.08721547
0.0591607,0.0913732,0.09761272,0.13627929,0.11756917,0.11920874
0.11415526,0.07283071,0.03613666,0.0408313,0.05442041,0.08985681
0.05914015,0.08235549,0.0825646,0.11803395,0.10321189,0.11078265
0.12528758,0.07718646,0.03791418,0.03928621,0.05503237,0.09303558
0.06047746,0.07513384,0.06962344,0.10184294,0.09073712,0.10390507
0.13870904,0.08235369,0.04004097,0.03749242,0.05586862,0.09689553
0.06225846,0.06957401,0.05912069,0.08825835,0.08035288,0.09833766
0.15492579,0.08851553,0.04263125,0.03539589,0.05697789,0.10155495
0.06435597,0.0654617,0.05082913,0.07721873,0.07203057,0.09407186
0.17385143,0.09568643,0.04577316,0.03290518,0.0582323,0.10682089
0.0657954,0.06195192,0.04399393,0.06810963,0.06509394,0.09035204
0.19601141,0.10408623,0.04970065,0.0300892,0.05979802,0.11284744
0.06678623,0.05920744,0.03878096,0.06123391,0.05986206,0.08750031
0.22050955,0.113573,0.05465272,0.02731201,0.06179452,0.11938435
0.0672875,0.05719326,0.03512576,0.0564893,0.05622643,0.08544325
0.24552858,0.12381407,0.06092931,0.02565829,0.06483516,0.12641394
0.06736357,0.05574753,0.0327497,0.05361472,0.0540237,0.08413216
0.26853559,0.13458878,0.06895871,0.02644003,0.06949061,0.1338669
0.06713583,0.05470293,0.03126415,0.0520188,0.05278879,0.08331736
0.28776457,0.14570176,0.07870814,0.03053529,0.07614075,0.14195155
0.06692337,0.05403785,0.03040635,0.05124036,0.0522106,0.08292048
0.30277434,0.15679231,0.08938766,0.03764907,0.08447273,0.15076156
0.06705197,0.05383193,0.03006499,0.05097629,0.0520946,0.08293146
0.3140377,0.16743437,0.10000665,0.04650478,0.09349859,0.15986319
0.06703525,0.05363198,0.02978964,0.05073983,0.05193924,0.08284684
0.32097161,0.17612757,0.10881529,0.05524777,0.10166252,0.16793817
0.0671644,0.05347931,0.02950406,0.05046746,0.05179158,0.08282484
0.32343706,0.18192104,0.1148948,0.0624945,0.10783886,0.17383495
0.0670948,0.05314847,0.02906731,0.05008999,0.05152978,0.08266226
0.32147149,0.18414767,0.11763462,0.06719879,0.11120465,0.176681
0.06721099,0.05299496,0.02878278,0.04980721,0.05136636,0.08262286
0.31527593,0.18260457,0.11684324,0.06910962,0.11164047,0.17634259
0.06737072,0.05291459,0.02857751,0.04958077,0.05124615,0.08262128
0.30525732,0.17774024,0.11299587,0.06849807,0.10939987,0.17305459
0.06758955,0.05281741,0.02830317,0.04924346,0.05104863,0.08259259
0.29175867,0.1702274,0.10684675,0.06611552,0.10512602,0.16738418
0.06800834,0.05283604,0.02806342,0.04883064,0.05081273,0.08260435
0.27506119,0.16069246,0.09913843,0.06282909,0.09957526,0.15997348
0.06830323,0.05281242,0.02784716,0.04851177,0.05063475,0.08261049
0.25563233,0.14985024,0.09067291,0.05929827,0.09332327,0.15132039
0.06848505,0.05279473,0.02769664,0.04826356,0.05047476,0.08257793
0.23387071,0.13810106,0.08190556,0.0560266,0.08687405,0.14187311
0.06866288,0.05276602,0.02754072,0.04803456,0.05033714,0.08256195
0.21048166,0.12609335,0.07350252,0.05358475,0.08081518,0.13220432
0.0691191,0.05290601,0.02749259,0.04789239,0.05033492,0.08273933
0.18627041,0.11454964,0.06619447,0.05265316,0.07585332,0.12301338
0.06951496,0.05306781,0.02748469,0.04773134,0.05027736,0.082845
0.16271475,0.10435982,0.06073983,0.05397236,0.07292153,0.11535588
0.06994369,0.05320429,0.02741888,0.04750018,0.05017548,0.08293736
0.14066569,0.09626384,0.05783459,0.0580938,0.0726049,0.10986377
0.07068602,0.05346463,0.02735408,0.04718529,0.05007387,0.08314755
0.12158405,0.09117344,0.05819626,0.0655225,0.07558432,0.10740953
0.07095015,0.05353048,0.02723898,0.04683733,0.04981355,0.08306241
0.10589992,0.08941945,0.06210811,0.07649581,0.08212878,0.10830929
0.07147161,0.05370006,0.02713931,0.04646625,0.04959818,0.08310627
0.09431147,0.0916401,0.0700967,0.09114842,0.09238488,0.11283237
0.07240691,0.05405464,0.02708819,0.0460724,0.04946147,0.08335879
0.08629121,0.09735026,0.08164593,0.10883675,0.10569261,0.1203542
0.07371399,0.05460071,0.0271009,0.04562903,0.04935524,0.08376407
0.08159833,0.10573073,0.09564974,0.12813343,0.12080781,0.12991679
0.07522043,0.05524892,0.02711898,0.04505012,0.04915672,0.08417047
0.07921961,0.11503812,0.11001281,0.14669733,0.13562381,0.13975911
0.0776967,0.05643642,0.02741041,0.04457784,0.04925614,0.08512781
0.0777565,0.12313632,0.122212,0.16175215,0.1476009,0.14772187
0.08091885,0.05814995,0.02802968,0.04416657,0.0495148,0.08643451
0.07613275,0.12814921,0.12996005,0.17082494,0.15452451,0.15199148
0.08439763,0.05991926,0.02860871,0.04370392,0.04981212,0.08786883
0.07376,0.12875297,0.13156996,0.17211943,0.15483712,0.15136237
0.08950722,0.0626249,0.02961686,0.0431567,0.05033528,0.09001169
0.07138522,0.12450953,0.1262536,0.16528457,0.14858469,0.14619494
0.09546301,0.06570513,0.03064175,0.04221157,0.05067329,0.09230731
0.07051661,0.11658934,0.11520273,0.15193794,0.13750405,0.13818599
0.1040312,0.07011008,0.032221,0.04129888,0.05162228,0.0959356
0.07042287,0.10645555,0.10084273,0.13485903,0.12366251,0.12847123
0.11358869,0.07488417,0.03377481,0.03996417,0.05243332,0.09978813
0.07164218,0.09660153,0.086463,0.11754997,0.10992564,0.1191501
